DEPARTAMENTO,MES,Numero Eventos Reportados,SISTEMAS AFECTADOS,SEXO FEMENINO,SEXO MASCULINO,SEXO SIN ESPECIFICAR,CASOS NO SERIOS,CASOS SERIOS,EVENTO CLASIFICADO COMO FALLO TERAPEUTICO (FT),EVENTO CLASIFICADO COMO REACCION ADVERSA A MEDICAMENTO (RAM),EVENTO CLASIFICADO COMO PROBLEMA DE CALIDAD (PC),EVENTO CLASIFICADO COMO ERROR DE MEDICACIÓN (EM),EVENTO CLASIFICADO COMO EVENTO SUPUESTAMENTE ATRIBUIBLE A LA VACUNACIÓN (ESAVI)
RISARALDA,MAYO DE 2021,339,TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,208,129,2,300,39,7,324,2,6,0
SANTANDER,MAYO DE 2021,238,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,129,128,1,152,86,0,217,2,21,0
SIN INFORMACIÓN,MAYO DE 2021,648,NEOPLASMAS;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS FETALES;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,335,245,68,464,184,3,506,7,134,0
SUCRE,MAYO DE 2021,63,TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,38,25,0,51,12,0,60,1,2,1
TOLIMA,MAYO DE 2021,83,TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;VOCABLOS SECUNDARIOS  EVENTOS,48,35,0,64,19,3,79,0,2,0
VALLE DEL CAUCA,MAYO DE 2021,860,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS FETALES;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,526,332,2,683,177,3,792,20,60,2
AMAZONAS,JUNIO DE 2021,1,TRASTORNOS EN EL PUNTO DE APLICACION,0,1,0,1,0,0,1,0,0,0
ANTIOQUIA,JUNIO DE 2021,1873,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS FETALES;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS ESPECIFICOS A VENENOS;VOCABLOS SECUNDARIOS  EVENTOS,1124,747,2,1517,356,55,1712,11,97,0
ARAUCA,JUNIO DE 2021,11,TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS GENERALES DE TODO EL ORGANISMO;VOCABLOS SECUNDARIOS  EVENTOS,8,3,0,9,2,0,13,0,0,0
ATLÁNTICO,JUNIO DE 2021,657,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS FETALES;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS NEONATALES Y EN LA PRIMERA INFANCIA;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,371,286,0,474,183,8,619,0,32,0
BOGOTÁ  D C,JUNIO DE 2021,3625,NEOPLASMAS;NINGUNA;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS FETALES;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS NEONATALES Y EN LA PRIMERA INFANCIA;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS ESPECIFICOS A VENENOS;VOCABLOS SECUNDARIOS  EVENTOS,2246,1343,36,2627,998,78,3255,1,290,14
BOLÍVAR,JUNIO DE 2021,248,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,142,105,1,185,63,5,218,1,26,0
BOYACÁ,JUNIO DE 2021,61,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;VOCABLOS SECUNDARIOS  EVENTOS,28,33,0,41,20,2,60,0,1,0
CALDAS,JUNIO DE 2021,229,NEOPLASMAS;TRASTORNOS AUDITIVOS Y VESTIBULARES;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,134,95,0,193,36,10,210,0,11,0
CAQUETÁ,JUNIO DE 2021,18,TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;VOCABLOS SECUNDARIOS  EVENTOS,7,11,0,3,15,0,20,0,0,0
CASANARE,JUNIO DE 2021,24,TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LOS LEUCOCITOS Y DE LA VSE;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,9,15,0,23,1,0,25,0,1,0
CAUCA,JUNIO DE 2021,135,NEOPLASMAS;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,85,50,0,111,24,10,121,0,6,0
CHOCÓ,JUNIO DE 2021,9,TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;VOCABLOS SECUNDARIOS  EVENTOS,7,2,0,6,3,0,11,0,0,0
CÓRDOBA,JUNIO DE 2021,132,TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL COLAGENO;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS NEONATALES Y EN LA PRIMERA INFANCIA;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,87,45,0,103,29,5,105,1,22,1
CUNDINAMARCA,JUNIO DE 2021,283,NEOPLASMAS;TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOS;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,168,115,0,214,69,11,0,0,63,0
GUAVIARE,JUNIO DE 2021,10,NEOPLASMAS;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS GENERALES DE TODO EL ORGANISMO;VOCABLOS SECUNDARIOS  EVENTOS,8,2,0,9,1,0,11,0,1,0
HUILA,JUNIO DE 2021,83,TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS ENDOCRINOS;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;TRASTORNOS PSIQUIATRICOS;VOCABLOS SECUNDARIOS  EVENTOS,42,41,0,59,24,0,82,0,3,0
LA GUAJIRA,JUNIO DE 2021,22,TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  MUJERES;TRASTORNOS DE LA VISION;TRASTORNOS DE LAS PLAQUETAS  HEMORRAGIAS Y COAGULACION;TRASTORNOS DE LOS ERITROCITOS;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS MIO-  ENDO-  PERICARDICOS Y VALVULARES;VOCABLOS SECUNDARIOS  EVENTOS,12,10,0,14,8,0,21,0,3,0
MAGDALENA,JUNIO DE 2021,106,TRASTORNOS CARDIOVASCULARES  GENERALES;TRASTORNOS DE LA PIEL Y APENDICES;TRASTORNOS DE LA REPRODUCCION  VARONES;TRASTORNOS DE LA VISION;TRASTORNOS DE OTROS SENTIDOS ESPECIALES;TRASTORNOS DEL MECANISMO DE RESISTENCIA;TRASTORNOS DEL METABOLISMO Y NUTRICION;TRASTORNOS DEL SISTEMA GASTROINTESTINAL;TRASTORNOS DEL SISTEMA HEPATICO Y BILIAR;TRASTORNOS DEL SISTEMA MUSCULO-ESQUELETAL;TRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICO;TRASTORNOS DEL SISTEMA RESPIRATORIO;TRASTORNOS DEL SISTEMA URINARIO;TRASTORNOS EN EL PUNTO DE APLICACION;TRASTORNOS GENERALES DE TODO EL ORGANISMO;TRASTORNOS PSIQUIATRICOS;TRASTORNOS VASCULARES  EXTRACARDIACOS ;VOCABLOS SECUNDARIOS  EVENTOS,61,45,0,95,11,1,97,0,10,0
